account_rewards,date
-82360.85199999753,2014-10-29
-2353.2936000035606,2014-10-30
-65330.57759999777,2014-10-31
-133680.4276,2014-11-03
-159183.8156000011,2014-11-04
-47635.7799999968,2014-11-05
-7859.98560000228,2014-11-06
146279.5107999994,2014-11-07
-66703.00520000038,2014-11-10
19007.090000001368,2014-11-11
-97463.98720000121,2014-11-12
94967.65640000066,2014-11-13
-87007.60679999969,2014-11-14
-150467.21720000182,2014-11-17
-120647.9248000012,2014-11-18
-66443.75199999653,2014-11-19
28701.60560000021,2014-11-20
86013.99839999879,2014-11-21
30815.79840000002,2014-11-24
104153.02880000092,2014-11-25
-42025.992799998916,2014-11-26
-46538.22160000106,2014-11-27
38733.78799999909,2014-11-28
51885.643199999526,2014-12-01
-3735.3099999997025,2014-12-02
311432.1443999986,2014-12-03
-70252.62440000105,2014-12-04
55939.74400000293,2014-12-05
-275460.87600000086,2014-12-08
141625.00720000063,2014-12-09
-174417.06040000118,2014-12-10
-30582.866799999407,2014-12-11
120908.23440000175,2014-12-12
-23115.854400003827,2014-12-15
-13079.087999996877,2014-12-16
-106227.07320000142,2014-12-17
-56154.24480000172,2014-12-18
-169098.95839999968,2014-12-19
-23951.739199998054,2014-12-22
-277471.4416000007,2014-12-23
145062.6823999997,2014-12-24
94568.11759999965,2014-12-25
-141812.65039999742,2014-12-26
-12745.828400002058,2014-12-29
25657.23720000134,2014-12-30
205074.18000000058,2014-12-31
-76306.45080000084,2015-01-05
-132170.18599999853,2015-01-06
-184597.79880000162,2015-01-07
-89293.68679999835,2015-01-08
-69728.15040000244,2015-01-09
-56960.668400000184,2015-01-12
-153963.9179999972,2015-01-13
108917.41719999856,2015-01-14
23160.154000000286,2015-01-15
-580035.7384000006,2015-01-16
30739.403599998925,2015-01-19
161368.10000000038,2015-01-20
-61979.2127999988,2015-01-21
-94296.23200000101,2015-01-22
31813.01559999929,2015-01-23
-84402.04239999925,2015-01-26
-224006.25000000026,2015-01-27
-156239.97159999804,2015-01-28
-173682.79639999958,2015-01-29
-134577.26159999854,2015-01-30
172848.59399999576,2015-02-02
-140221.38359999834,2015-02-03
-183691.18399999896,2015-02-04
-168134.2200000013,2015-02-05
209783.1819999998,2015-02-06
-33968.91479999936,2015-02-09
51941.42000000046,2015-02-10
-127814.09359999966,2015-02-11
-95658.17160000112,2015-02-12
69505.47959999717,2015-02-13
-44188.27599999668,2015-02-16
-230431.92679999996,2015-02-17
79672.2747999989,2015-02-25
-29604.42919999964,2015-02-26
-24420.82079999799,2015-02-27
-301271.5727999998,2015-03-02
-34458.09760000141,2015-03-03
-162119.3224000015,2015-03-04
-148805.22479999892,2015-03-05
114237.36799999978,2015-03-06
-165451.26039999828,2015-03-09
29433.59319999781,2015-03-10
215463.13639999967,2015-03-11
-62605.8236,2015-03-12
252190.67600000085,2015-03-13
-23758.065200000845,2015-03-16
-16173.098799993157,2015-03-17
